part,model,source,target,source_risk,target_risk,tv,abs_gap_over_tv,model_arm_loss_disagreement,bound_holds,treatment,empirical_risk,population_risk,absolute_gap,hoeffding_radius
step2_trained_tv,agg-alpha-0,2,3,7.979975379525932e-05,0.00012002538403614081,0.2664548458966009,0.00015096602993098214,3.903127820947816e-18,True,,,,,
step2_trained_tv,agg-alpha-0,3,0,0.00012002538403614081,8.462018454970337e-05,0.5798359356089058,6.106071961417364e-05,3.903127820947816e-18,True,,,,,
step2_trained_tv,agg-alpha-0,3,1,0.00012002538403614081,6.908303341183991e-05,0.42847686776670113,0.00011889171728177915,3.903127820947816e-18,True,,,,,
step2_trained_tv,agg-alpha-0,3,2,0.00012002538403614081,7.979975379525932e-05,0.2664548458966009,0.00015096602993098214,3.903127820947816e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,0,1,7.322941752078151e-05,0.0001167746208019623,0.27232900592007064,0.00015989924809537708,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,0,2,7.322941752078151e-05,0.0001655456072606159,0.4397316797430353,0.00020993754599118477,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,0,3,7.322941752078151e-05,0.00022703552613595931,0.5798359356089058,0.0002652579793173058,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,1,0,0.0001167746208019623,7.322941752078151e-05,0.27232900592007064,0.00015989924809537708,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,1,2,0.0001167746208019623,0.0001655456072606159,0.176048288085827,0.00027703186999964916,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,1,3,0.0001167746208019623,0.00022703552613595931,0.42847686776670113,0.00025733222404443153,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,2,0,0.0001655456072606159,7.322941752078151e-05,0.4397316797430353,0.00020993754599118477,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,2,1,0.0001655456072606159,0.0001167746208019623,0.176048288085827,0.00027703186999964916,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,2,3,0.0001655456072606159,0.00022703552613595931,0.2664548458966009,0.00023077050322892182,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,3,0,0.00022703552613595931,7.322941752078151e-05,0.5798359356089058,0.0002652579793173058,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,3,1,0.00022703552613595931,0.0001167746208019623,0.42847686776670113,0.00025733222404443153,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-0.5,3,2,0.00022703552613595931,0.0001655456072606159,0.2664548458966009,0.00023077050322892182,7.806255641895632e-18,True,,,,,
step2_trained_tv,agg-alpha-2,0,1,0.0002685047499502433,0.00023237937958908776,0.27232900592007064,0.0001326534066362305,8.673617379884035e-18,True,,,,,
step2_trained_tv,agg-alpha-2,0,2,0.0002685047499502433,0.0002635913972340857,0.4397316797430353,1.1173524543487076e-05,8.673617379884035e-18,True,,,,,
step2_trained_tv,agg-alpha-2,0,3,0.0002685047499502433,0.00036426264331067043,0.5798359356089058,0.0001651465310784307,8.673617379884035e-18,True,,,,,
step2_trained_tv,agg-alpha-2,1,0,0.00023237937958908776,0.0002685047499502433,0.27232900592007064,0.0001326534066362305,8.673617379884035e-18,True,,,,,
step2_trained_tv,agg-alpha-2,1,2,0.00023237937958908776,0.0002635913972340857,0.176048288085827,0.00017729236668169974,8.673617379884035e-18,True,,,,,
step2_trained_tv,agg-alpha-2,1,3,0.00023237937958908776,0.00036426264331067043,0.42847686776670113,0.00030779552793358967,8.673617379884035e-18,True,,,,,
step2_trained_tv,agg-alpha-2,2,0,0.0002635913972340857,0.0002685047499502433,0.4397316797430353,1.1173524543487076e-05,8.673617379884035e-18,True,,,,,
step2_trained_tv,agg-alpha-2,2,1,0.0002635913972340857,0.00023237937958908776,0.176048288085827,0.00017729236668169974,8.673617379884035e-18,True,,,,,
